Дата,Корпус,Кол-во активных квартир
2023-10-08,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 2",60
2023-10-08,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 3",64
2023-10-08,"ул. Монтажников, д. 38, подъезд 1",5
2023-10-08,"ул. Монтажников, д. 38, подъезд 3",11
2023-10-08,"ул. Монтажников, д. 40, подъезд 1",2
2023-10-08,"ул. Монтажников, д. 40, подъезд 2",3
2023-10-08,"ул. Монтажников, д. 40, подъезд 3",10
2023-10-08,"ул. Федора Достоевского, д.  22, (ГП-7.10.2), подъезд 1",1
2023-10-08,"ул. Федора Достоевского, д.  24, (ГП-7.10.3), подъезд 2",1
2023-10-08,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 1",85
2023-10-08,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 2",85
2023-10-08,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 3",85
2023-10-09,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 10",2
2023-10-09,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 9",1
2023-10-09,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 1",17
2023-10-09,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 2",10
2023-10-09,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 1",33
2023-10-09,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 2",46
2023-10-09,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 3",55
2023-10-09,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 4",53
2023-10-09,"ул. Валентины Трофимовой, д. 12, подъезд 1",23
2023-10-09,"ул. Валентины Трофимовой, д. 12, подъезд 2",4
2023-10-09,"ул. Валентины Трофимовой, д. 8, подъезд 1",12
2023-10-09,"ул. Валентины Трофимовой, д. 8, подъезд 2",10
2023-10-09,"ул. Монтажников 36, (ГП-4.7), подъезд 1",10
2023-10-09,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 1",71
2023-10-09,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 2",65
2023-10-09,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 3",66
2023-10-09,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 1",61
2023-10-09,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 2",60
2023-10-09,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 3",64
2023-10-09,"ул. Монтажников, д. 38, подъезд 1",5
2023-10-09,"ул. Монтажников, д. 38, подъезд 3",11
2023-10-09,"ул. Монтажников, д. 40, подъезд 1",2
2023-10-09,"ул. Монтажников, д. 40, подъезд 2",3
2023-10-09,"ул. Монтажников, д. 40, подъезд 3",10
2023-10-09,"ул. Федора Достоевского, д.  22, (ГП-7.10.2), подъезд 1",1
2023-10-09,"ул. Федора Достоевского, д.  24, (ГП-7.10.3), подъезд 2",1
2023-10-09,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 1",85
2023-10-09,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 2",85
2023-10-09,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 3",85
2023-10-10,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 10",2
2023-10-10,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 9",1
2023-10-10,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 1",17
2023-10-10,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 2",10
2023-10-10,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 1",33
2023-10-10,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 2",46
2023-10-10,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 3",55
2023-10-10,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 4",53
2023-10-10,"ул. Валентины Трофимовой, д. 12, подъезд 1",23
2023-10-10,"ул. Валентины Трофимовой, д. 12, подъезд 2",3
2023-10-10,"ул. Валентины Трофимовой, д. 8, подъезд 1",12
2023-10-10,"ул. Валентины Трофимовой, д. 8, подъезд 2",10
2023-10-10,"ул. Монтажников 36, (ГП-4.7), подъезд 1",10
2023-10-10,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 1",71
2023-10-10,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 2",65
2023-10-10,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 3",66
2023-10-10,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 1",61
2023-10-10,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 2",60
2023-10-10,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 3",64
2023-10-10,"ул. Монтажников, д. 38, подъезд 1",4
2023-10-10,"ул. Монтажников, д. 38, подъезд 3",10
2023-10-10,"ул. Монтажников, д. 40, подъезд 1",2
2023-10-10,"ул. Монтажников, д. 40, подъезд 2",3
2023-10-10,"ул. Монтажников, д. 40, подъезд 3",10
2023-10-10,"ул. Федора Достоевского, д.  22, (ГП-7.10.2), подъезд 1",1
2023-10-10,"ул. Федора Достоевского, д.  24, (ГП-7.10.3), подъезд 2",1
2023-10-10,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 1",84
2023-10-10,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 2",85
2023-10-10,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 3",85
2023-10-11,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 10",2
2023-10-11,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 9",1
2023-10-11,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 1",17
2023-10-11,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 2",10
2023-10-11,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 1",33
2023-10-11,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 2",46
2023-10-11,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 3",55
2023-10-11,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 4",53
2023-10-11,"ул. Валентины Трофимовой, д. 12, подъезд 1",23
2023-10-11,"ул. Валентины Трофимовой, д. 12, подъезд 2",3
2023-10-11,"ул. Валентины Трофимовой, д. 8, подъезд 1",12
2023-10-11,"ул. Валентины Трофимовой, д. 8, подъезд 2",10
2023-10-11,"ул. Монтажников 36, (ГП-4.7), подъезд 1",10
2023-10-11,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 1",71
2023-10-11,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 2",65
2023-10-11,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 3",66
2023-10-11,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 1",61
2023-10-11,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 2",60
2023-10-11,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 3",64
2023-10-11,"ул. Монтажников, д. 38, подъезд 1",4
2023-10-11,"ул. Монтажников, д. 38, подъезд 3",10
2023-10-11,"ул. Монтажников, д. 40, подъезд 1",2
2023-10-11,"ул. Монтажников, д. 40, подъезд 2",3
2023-10-11,"ул. Монтажников, д. 40, подъезд 3",10
2023-10-11,"ул. Федора Достоевского, д.  22, (ГП-7.10.2), подъезд 1",1
2023-10-11,"ул. Федора Достоевского, д.  24, (ГП-7.10.3), подъезд 2",1
2023-10-11,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 1",84
2023-10-11,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 2",85
2023-10-11,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 3",85
2023-10-12,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 10",2
2023-10-12,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 9",1
2023-10-12,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 1",16
2023-10-12,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 2",10
2023-10-12,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 1",32
2023-10-12,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 2",46
2023-10-12,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 3",53
2023-10-12,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 4",53
2023-10-12,"ул. Валентины Трофимовой, д. 12, подъезд 1",22
2023-10-12,"ул. Валентины Трофимовой, д. 12, подъезд 2",3
2023-10-12,"ул. Валентины Трофимовой, д. 8, подъезд 1",12
2023-10-12,"ул. Валентины Трофимовой, д. 8, подъезд 2",9
2023-10-12,"ул. Монтажников 36, (ГП-4.7), подъезд 1",12
2023-10-12,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 1",71
2023-10-12,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 2",65
2023-10-12,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 3",66
2023-10-12,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 1",60
2023-10-12,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 2",59
2023-10-12,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 3",64
2023-10-12,"ул. Монтажников, д. 38, подъезд 1",4
2023-10-12,"ул. Монтажников, д. 38, подъезд 3",10
2023-10-12,"ул. Монтажников, д. 40, подъезд 1",2
2023-10-12,"ул. Монтажников, д. 40, подъезд 2",3
2023-10-12,"ул. Монтажников, д. 40, подъезд 3",10
2023-10-12,"ул. Федора Достоевского, д.  22, (ГП-7.10.2), подъезд 1",1
2023-10-12,"ул. Федора Достоевского, д.  24, (ГП-7.10.3), подъезд 2",1
2023-10-12,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 1",84
2023-10-12,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 2",85
2023-10-12,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 3",85
2023-10-13,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 10",3
2023-10-13,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 9",1
2023-10-13,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 1",16
2023-10-13,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 2",10
2023-10-13,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 1",32
2023-10-13,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 2",46
2023-10-13,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 3",53
2023-10-13,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 4",53
2023-10-13,"ул. Валентины Трофимовой, д. 12, подъезд 1",22
2023-10-13,"ул. Валентины Трофимовой, д. 12, подъезд 2",2
2023-10-13,"ул. Валентины Трофимовой, д. 8, подъезд 1",11
2023-10-13,"ул. Валентины Трофимовой, д. 8, подъезд 2",9
2023-10-13,"ул. Монтажников 36, (ГП-4.7), подъезд 1",11
2023-10-13,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 1",71
2023-10-13,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 2",65
2023-10-13,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 3",66
2023-10-13,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 1",60
2023-10-13,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 2",59
2023-10-13,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 3",64
2023-10-13,"ул. Монтажников, д. 38, подъезд 1",4
2023-10-13,"ул. Монтажников, д. 38, подъезд 3",9
2023-10-13,"ул. Монтажников, д. 40, подъезд 1",2
